Employee_ID	Gender	Department	Education_Level	Job_Level	Age	Years_Experience	Training_Hours	Monthly_Salary	Performance_Score	Attendance_Rate	Project_Completed	Promotion_Last_3Y	Join_Date	Last_Review_Date	City	Contract_Type	Division	Work_From_Home_Days	Employee_Rating
1959	M	Risk 	Master	Senior Manager	45.0	13.0	578.0	27091746.0	160.0	60.0	10.0	2.0	2022-02-14 00:00:00	2024-07-15T00:00:00	Jakarta		business	3.0	3.0
1104	m	MARKETING	S1	SR MANAGER	51.0	24.0	686.0	18361929.0	947.0	83.0	15.0	-1.0	28-Nov-2018	16-Sep-2022	Sby	Internship	Tech 	5.0	6.0
1911	m	Risk 	Bachelor	Snr Manager	39.0	8.0	441.0	6229204.0	680.0	74.0	1.0		29/06/2023 00:00	2024-04-22 00:00:00	Yogyakarta	Kontrak	business	99.0	2.7
446	female	finance	Master	Manager	33.0	-2.0	327.0	14689205.0	722.0	887.0	3.0	1.0	2016-06-21T00:00:00	2024-01-13 00:00:00	Medan	permanent	business	5.0	2.0
549	F	Operations	PhD	Supervisor	59.0	30.0	505.0	21915823.0	969.0	96.0	19.0		2016/09/10	2022/05/20	Semarang	Permanent	Business	5.0	
26	MALE	Marketing	Bachelor	Officer	36.0	8.0	17.0	6108054.0	752.0	97.0	8.0	0.0	2016-10-10T00:00:00	12/02/2024 00:00	Surabaya		Finance	1.0	5.0
1434	m	IT	PhD	OFFICER	55.0	13.0	421.0	7979563.0	788.0	73.0	6.0		2020-02-25 00:00:00	04-19-2024	Sby	Internship	Tech	1.0	-1.0
631	FEMALE	MARKETING	PhD	junior	45.0	10.0	226.0	24502973.0	786.0	81.0	14.0		17-Jun-2020	11/08/2022 00:00	Surabaya	Internship	Operations	-1.0	
79	female	IT	Master	Junior	32.0	11.0	59.0	15880787.0	963.0	927.0	3.0	0.0	2018-05-15T00:00:00	07-03-2024	jakarta	CONTRACT		2.0	4.0
367	female	finance	Bachelor	Manager	36.0	16.0		9659096.0	919.0	944.0	8.0	0.0	10-Jun-2015	07-15-2023	DKI Jakarta	Internship	Tech 	2.0	0.0
1998	M	Risk	PhD	supervisor	45.0	6.0	206.0	17443876.0	365.0		4.0	2.0	31-May-2022	01-Sep-2024	Medan 	Tetap	People	4.0	2.0
33	female	Compliance	Master	Officer	40.0	3.0	248.0	10941429.0	788.0	895.0	4.0	0.0	03-30-2020	01-01-2023	Yogyakarta	Tetap			
1048	Perempuan	MARKETING	S2	Junior		12.0	160.0	3270111.0	762.0	64.0	12.0	1.0	22/05/2019 00:00	2023-08-09 00:00:00	Semarang	Permanent	business	0.0	3.0
1868	MALE	Compliance 	PhD	Supervisor	32.0	23.0	201.0	13919670.0	384.0	98.0	12.0	0.0	26-Aug-2023	2023-08-20 00:00:00	Medan 	CONTRACT	Support	3.0	2.0
52	female	IT	Master	Junior	43.0	4.0	338.0	16928856.0	71.0	941.0	4.0	0.0	03-Oct-2021	2022-12-20 00:00:00	SURABAYA		Finance	99.0	0.0
1969	Laki-laki	operations	S2	manager	19.0	2.0	571.0	5564927.0	250.0	87.0	19.0		03-Dec-2017	25-Mar-2023	jakarta	Internship	Tech 	-1.0	4.0
994	F	operations	phd	supervisor	19.0	5.0	554.0	28047470.0	817.0	71.0	12.0	2.0	14/03/2017 00:00	24-Dec-2023	Medan 	Internship	business	4.0	3.0
2055	male	Risk		Snr Manager	28.0	25.0	393.0	11712755.0	130.0	91.0			2023/07/18	01-Feb-2022	Medan	Contract	People	-1.0	5.0
545	MALE	XDept	Master	Officer	41.0	17.0	575.0	25481914.0	774.0	87.0	1.0	-1.0	07-03-2018	01-Aug-2022	Bandung	permanent	People	3.0	4.0
164	Male	IT	Diploma	Manager	22.0	3.0	247.0	10754594.0	897.0	946.0	4.0	1.0	2017/12/15	02-15-2022	Bandung	Permanent	Finance	99.0	2.0
204	Male	HR	Bachelor	Officer	29.0	16.0	383.0	4285080.0	721.0	944.0	4.0	0.0	05-06-2016	01-08-2022	Medan 	permanent	People		0.0
1458	MALE	Marketing		Supervisor	55.0	8.0	231.0	29602973.0	203.0	61.0	17.0	2.0	28/09/2020 00:00	2023-06-28T00:00:00	Sby	Tetap	Tech 	99.0	4.0
917	M	FINANCE	Bachelor	Manager	38.0	19.0	149.0	13738615.0	693.0	94.0	20.0	-1.0	2021-10-14 00:00:00	2023-08-29T00:00:00	Medan				3.0
1448	f	Compliance 	PhD	junior	33.0	26.0	715.0	14782566.0	887.0	64.0	20.0		05-17-2016	03-Dec-2024	Medan			-1.0	6.0
1646	FEMALE		Bachelor	manager	28.0	14.0	571.0	4461638.0	564.0	79.0	20.0	0.0	2016/07/10	2024-11-21 00:00:00	bandung	Permanent	Tech	99.0	3.5
306	female	Operations	Bachelor	Junior	40.0	6.0	145.0	13367620.0	822.0	943.0	4.0	0.0	2020/05/22	06-Dec-2023		Permanent	Business	0.0	2.7
980	f	Risk	S1	junior	45.0	5.0	111.0	19282964.0	342.0	93.0	9.0	0.0	19/04/2016 00:00	15-Sep-2023		Tetap	People	1.0	2.7
565	FEMALE	Hr	phd	manager	57.0	12.0	697.0	22212270.0	275.0	88.0	4.0	1.0	08-Aug-2019	2024-08-23T00:00:00		permanent	Tech 	4.0	2.0
1288	Laki-laki	finance	diploma	SR MANAGER	41.0		449.0	26540169.0	236.0	92.0	2.0	2.0	2018-01-27 00:00:00	2023-08-07 00:00:00	Makassar		Business	5.0	4.0
193	female	Marketing	Bachelor	Supervisor	31.0	11.0	176.0	15663941.0	673.0	938.0	6.0	0.0	17-Oct-2019	03/12/2023 00:00	Sby	Permanent	Business	-1.0	6.0
1600	Perempuan	HR	S1	junior	49.0	20.0	514.0	25368719.0	307.0	85.0	16.0	0.0	2018-12-25T00:00:00	2022/04/17	Yogyakarta		People	5.0	5.0
753	Perempuan	HR	bachelor	SR MANAGER	43.0	25.0	425.0	23727797.0	987.0	71.0	3.0	0.0	08/09/2017 00:00	2023-07-15T00:00:00	Medan 	permanent		-1.0	1.0
1001	Female	Compliance	PhD	Supervisor	59.0		94.0	896369891.0		75.0	15.0	-1.0	03-12-2020	19-Feb-2022	jakarta	Contract	Support	3.0	5.0
742	M	XDept	S2	junior	33.0	24.0	449.0	23983222.0	305.0	63.0	12.0	0.0	11/10/2023 00:00	2022/05/07	bandung	Contract	Tech		0.0
1588	F	Risk	S2	SR MANAGER	35.0	10.0	714.0	28283992.0	1081.0	74.0	999.0	-1.0	2020-04-05T00:00:00	30/12/2024 00:00	Yogyakarta		Business	3.0	3.5
572	Laki-laki	FINANCE	MASTER	Supervisor	32.0	24.0		25598905.0	918.0	74.0	11.0	1.0	2023-02-17 00:00:00	2022-03-07T00:00:00	DKI Jakarta	Permanent	Business	0.0	3.5
1559	M	Compliance	S2	Senior Manager	56.0	27.0	188.0	22604425.0	1003.0	200.0	9.0	1.0	2015-12-19 00:00:00	2022/01/25	Medan 	permanent	Operations	5.0	2.7
219	Male	IT	Diploma	Supervisor	33.0	1.0	183.0	12061459.0	928.0	873.0	9.0	0.0	2018-08-24T00:00:00	10-14-2023	Semarang			99.0	3.0
611	FEMALE	FINANCE	S1	SR MANAGER	19.0	5.0	798.0	10427309.0	473.0	86.0	0.0	1.0	05/04/2022 00:00	18/01/2022 00:00	DKI Jakarta	CONTRACT		5.0	-1.0
1870	Perempuan	IT	Bachelor	SR MANAGER	53.0	18.0	520.0	9213122.0	1026.0	71.0	6.0		2020-05-28 00:00:00	2024-05-12 00:00:00	bandung			5.0	2.7
352	Female	Risk	Bachelor	Manager	40.0	10.0	103.0	10487088.0	856.0	939.0	6.0	0.0	11-Jul-2023	2023-11-19 00:00:00	Makassar	permanent	Business	99.0	-1.0
1873	f	Marketing	Master	OFFICER	59.0	19.0	754.0	27380868.0	209.0	71.0	11.0	2.0	03-Feb-2018	06-28-2024	jakarta	Tetap		2.0	0.0
1069		Risk	Master	Snr Manager	26.0	2.0	75.0	22178828.0	930.0	99.0	17.0	2.0	2019-07-21 00:00:00	2024/12/07	Bandung	Tetap	business	0.0	0.0
1898	Female	Marketing	S3	SR MANAGER	28.0	21.0	632.0	20539606.0	933.0	85.0	2.0	1.0	2018/07/02	07/01/2023 00:00	Yogyakarta		Tech	5.0	-1.0
1288	Laki-laki	finance	diploma	SR MANAGER	41.0		449.0	26540169.0	236.0	92.0	2.0	2.0	2018-01-27 00:00:00	2023-08-07 00:00:00	Makassar		Business	5.0	4.0
1936	Perempuan	FINANCE	S1	Snr Manager		28.0	158.0	6475806.0	368.0	67.0	15.0		28/08/2016 00:00	2022-10-25 00:00:00	Medan 	Contract	business	1.0	1.0
1321	Female	it	bachelor	Manager	57.0	7.0	675.0	21003953.0	404.0	83.0	16.0		01/03/2016 00:00	12-03-2023		CONTRACT	TECH	3.0	3.5
60	Female	finance	Bachelor	Officer	40.0	10.0	341.0	14300132.0	1182.0	933.0	9.0	0.0	15-Aug-2020	2022/07/04	jakarta	permanent	Finance	5.0	
412	Female	Finance	PhD	Supervisor	37.0	7.0	219.0	15014497.0	78.0	869.0	6.0	0.0	26/05/2021 00:00	2022-11-29 00:00:00	bandung	Internship		1.0	3.5
782	Laki-laki	Hr	S3	manager	21.0	8.0	359.0	11286892.0	147.0	60.0	10.0	2.0	21-Feb-2018	2022/07/26	jakarta	CONTRACT	Tech	99.0	2.0
496	Male		Bachelor	Manager	49.0	14.0	135.0	19038789.0	754.0	892.0	4.0	0.0	2017-10-04T00:00:00	12/10/2022 00:00	Sby	Kontrak	People	5.0	1.0
830	male	MARKETING	S2	Senior manager	39.0	29.0	771.0	28409168.0	1500.0	63.0	17.0		2020/12/30	18-May-2024	DKI Jakarta	Internship	Tech 	1.0	
74	Female	Risk	Diploma	Officer	24.0	15.0	121.0	14979966.0	861.0	958.0	4.0	0.0	2022-07-26T00:00:00	14/02/2023 00:00	DKI Jakarta	Tetap	Tech 	0.0	2.0
1318	Laki-laki	Finance	Master	junior	59.0	6.0	20.0	18233334.0	705.0	65.0	12.0		10-Jun-2017	2024/01/30	SURABAYA	Kontrak		4.0	
635	male	IT	Bachelor 	Senior Manager	31.0	15.0	174.0	16783048.0	422.0	92.0	10.0	-1.0	2021-08-16 00:00:00	2023/04/16	Surabaya		TECH	4.0	3.5
625	Laki-laki	Risk 	diploma	Manager	53.0	16.0	712.0	25296704.0	831.0	80.0	1.0		26/10/2017 00:00	26/06/2024 00:00		contract	TECH	5.0	3.0
1402	male	operations	Bachelor	junior	23.0	14.0	673.0	-3146491.0	850.0	65.0	18.0	-1.0	27/08/2015 00:00	23-Nov-2023	Semarang	contract	Finance		3.5
163	Female	Risk	Bachelor	Senior Manager	30.0	14.0	86.0	9284553.0	80.0	944.0	5.0	0.0	06/01/2021 00:00	09-30-2023	bandung	permanent	Tech	3.0	2.0
1384	Laki-laki		bachelor	manager	37.0	4.0	225.0	26572598.0	654.0	83.0	5.0		2021/04/27	06-26-2024	bandung	Contract	Operations	3.0	3.0
597	Laki-laki	FINANCE	phd	SR MANAGER	47.0	15.0	794.0	21339484.0	552.0	86.0	0.0	0.0	2018-10-04 00:00:00	2024-02-10T00:00:00	Surabaya	permanent	Tech	2.0	3.0
448	Male	Operations	Diploma	Officer	34.0	5.0	19.0	15697641.0	899.0	935.0	5.0	1.0	2019-09-25 00:00:00	10-26-2024	Semarang	permanent	Operations	4.0	-1.0
1415	Perempuan	HR	diploma		31.0	8.0	202.0	18380821.0	1500.0	92.0	2.0	2.0	07-Feb-2019	2024-06-02T00:00:00	jakarta	CONTRACT	Tech 	2.0	3.5
354	female	IT	Master	Officer	22.0	2.0	152.0	15734961.0	746.0	888.0	6.0	1.0	10-17-2018	2023/04/22	Yogyakarta	CONTRACT	Finance	3.0	2.0
1260	f	IT	Master	supervisor	24.0	15.0	128.0	21209749.0	493.0	75.0	16.0		2015-04-11 00:00:00	2024-03-23T00:00:00	Yogyakarta	Internship		5.0	6.0
942	MALE	FINANCE	S1	supervisor	25.0	5.0	772.0	-3266071.0	638.0	91.0	12.0	2.0	2020/11/20	11-30-2024	bandung	Kontrak	TECH	0.0	-1.0
312	MALE	Risk	Bachelor	Junior	30.0	14.0	177.0	6962270.0	86.0	985.0	6.0	0.0	2019-11-14T00:00:00	2023-04-15T00:00:00		permanent	Business	0.0	3.0
1487	F	XDept	S3	Junior	57.0	0.0	761.0	4005602.0	154.0	65.0	11.0	2.0	04-09-2021	2022-11-21 00:00:00	bandung	permanent	TECH		3.5
1858	Female	Risk 	Bachelor 	Junior	30.0	4.0	20.0	26384511.0	662.0	100.0	17.0		08-Oct-2018	23-Jan-2024	jakarta	contract	Business	0.0	1.0
1770	Perempuan	Operations	Bachelor	Senior Manager	45.0	5.0	719.0	3786046.0	250.0	81.0	14.0	0.0	11/08/2018 00:00	30/08/2023 00:00	Jakarta			1.0	3.5
46	Male	Finance	Bachelor	Officer	29.0	14.0	161.0	11925982.0	769.0	894.0	6.0	1.0	27-Dec-2018	01-15-2022	Sby	CONTRACT	Support	4.0	5.0
1623	male		S3	Officer	41.0	13.0	552.0	20993457.0	648.0	73.0	12.0	-1.0	13/01/2021 00:00	2023-03-08 00:00:00	Sby	Tetap	business	2.0	2.7
810	F	Compliance 	Master	junior	52.0	29.0	53.0	29338351.0	148.0	64.0	19.0	2.0	2018-01-10T00:00:00	15/12/2022 00:00	Surabaya	Internship		5.0	6.0
1223	FEMALE	Compliance	S1	Officer	54.0	22.0	745.0	538203073.0	1060.0	62.0	8.0	0.0	2016/02/29	01-22-2022		Contract	Tech	0.0	
295	female	Risk	Bachelor	Officer	30.0	6.0	197.0	8876179.0	778.0	92.0	5.0	0.0	2019-07-04 00:00:00	14-Feb-2022	Semarang	contract		1.0	-1.0
1657	male		phd	junior	54.0	28.0	475.0	26756539.0	364.0	68.0	0.0	0.0	2015-04-06 00:00:00	2022-07-19T00:00:00	SURABAYA	Kontrak		3.0	-1.0
1054	Female	Compliance	PhD	OFFICER	21.0	12.0	698.0	4927404.0	522.0	88.0	11.0	-1.0	29-Jan-2016	05/04/2023 00:00	Medan 		business	4.0	2.7
77	Male	Operations	Master	Junior	48.0	4.0	529.0	12635508.0	732.0	922.0	5.0	0.0	05-14-2018	03-29-2024	Bandung		TECH	99.0	2.7
206	MALE	Hr	Master	Junior	28.0	6.0	185.0		795.0	974.0	6.0	0.0	08-30-2020	2023-09-06T00:00:00		Tetap	Tech 	2.0	
1610	Female	it	S3	manager	20.0	14.0	684.0	10499236.0	489.0	95.0	2.0	-1.0	2021/12/05	2024/03/22	Medan	Permanent	Tech 	2.0	6.0
1992	F	operations	phd	OFFICER	56.0	20.0	377.0	27909427.0	330.0	83.0	20.0	-1.0	2016-01-14 00:00:00	2022-03-04T00:00:00	Semarang	Permanent	Tech 	1.0	
1132	Male	finance	diploma	Snr Manager	51.0	11.0	643.0	9913321.0	747.0	93.0	3.0		12-Nov-2016	2024-12-18T00:00:00	jakarta	Permanent	Tech 		-1.0
415	Male	Finance	Diploma	Officer	45.0	9.0	13.0	13911776.0	701.0	929.0	9.0	0.0	2021-04-06T00:00:00	10-18-2024	Jakarta	Kontrak	Tech 	5.0	4.0
1726	M	Marketing	Master	Snr Manager	40.0	19.0	660.0	22205317.0	911.0	62.0	3.0	-1.0	07-Mar-2020	07-13-2022	Makassar	Contract	Support	1.0	3.5
1086	m	it	Diploma	Manager	20.0	18.0	229.0	8269184.0	221.0	69.0	5.0		05-27-2023	2024-11-13T00:00:00	Surabaya			4.0	0.0
437	Female	finance	Master	Junior	27.0	7.0	58.0	8864687.0	633.0	1009.0	5.0	0.0	2021-08-15 00:00:00	2024-08-08T00:00:00	Jakarta	Contract		2.0	5.0
1624	female	Compliance	MASTER	Junior	28.0	30.0	526.0	10905978.0	879.0	63.0	9.0	2.0	26-Feb-2018	2022-06-15T00:00:00	DKI Jakarta	CONTRACT	Operations		1.0
1791	Female	operations	Bachelor	Senior Manager	33.0	8.0	5.0	29225298.0		100.0	11.0		2020-09-23T00:00:00	2023/08/18	Semarang	Permanent	Business	5.0	
394	Male	finance	Master	Junior	25.0	5.0	3.0	13837562.0	796.0	996.0	4.0	0.0	02-07-2020	2024/03/25	Medan		Operations	1.0	3.0
722	m	Operations	MASTER	manager	47.0	29.0	307.0	7287912.0	665.0	93.0	18.0	0.0	04-Jul-2015	09-Aug-2022	Surabaya	CONTRACT	business	99.0	
31	MALE	Finance	Bachelor	Supervisor	26.0	6.0	357.0	18473525.0	772.0	924.0	10.0	1.0	21/03/2018 00:00	05/05/2024 00:00	Bandung	Permanent	Operations	5.0	2.7
1284	Female	Compliance	Master	Manager	57.0	10.0	37.0	4523672.0	165.0	70.0	9.0		24/08/2020 00:00	2023-12-01T00:00:00	Sby		Business	5.0	3.0
857	F		Master	Snr Manager	31.0	21.0	474.0	28603916.0	843.0	68.0	10.0	2.0	2021/09/11	2024-12-29 00:00:00	Medan 	Permanent	business	1.0	5.0
1095	M	Risk	MASTER	Junior	28.0	28.0	167.0	18390778.0	1500.0	98.0	0.0	1.0	13-Jan-2018	06-02-2023	DKI Jakarta		business	1.0	
1779	female	Hr	S2	junior	32.0	7.0	148.0	9862429.0	1038.0	87.0	13.0	0.0	03/07/2020 00:00	04-02-2023		CONTRACT	People	99.0	4.0
1653	male	XDept	S1	Snr Manager	21.0	3.0	62.0	21498700.0	562.0	89.0	5.0	0.0	16-Mar-2022	2024/07/04	DKI Jakarta	contract	Operations	2.0	5.0
556	m	Risk 	bachelor	Supervisor	47.0	-1.0	-100.0	13589638.0	865.0	94.0	1.0	1.0	03-17-2018	2022-04-08T00:00:00	Surabaya	Kontrak	Tech 	3.0	-1.0
345	Female	Operations	Bachelor	Supervisor	13.0	8.0	1.0	12510170.0	858.0	892.0	4.0	0.0	2018-07-23T00:00:00	2022-08-26 00:00:00	Semarang	contract	TECH	1.0	6.0
1619	male	Finance	Bachelor	manager		6.0	214.0	22558631.0	938.0	63.0	15.0	2.0	31/07/2015 00:00	2023-09-05T00:00:00	Makassar	permanent	TECH	0.0	3.5
353	Male	Compliance	Master	Manager	14.0	8.0	139.0	8634675.0	829.0	963.0	7.0	0.0	14/06/2022 00:00	01/09/2024 00:00	Surabaya	contract	Business	2.0	2.0
92	Male	finance	Bachelor	Senior Manager	30.0	8.0	221.0	9889047.0	84.0	94.0	7.0	0.0	23-Jul-2018	2024-11-04T00:00:00	Sby	contract	TECH	99.0	2.7
1961	Male	Risk 	phd	Snr Manager	43.0	21.0	282.0	28516106.0	255.0	94.0	17.0	-1.0	07-06-2018	17-Jan-2024	jakarta	Permanent	business	0.0	0.0
1611	male	XDept		Senior manager	18.0	21.0	502.0	9502402.0	1051.0	80.0	14.0	1.0	2015/11/07	2023-05-30T00:00:00	bandung	contract		99.0	3.0
1106	Perempuan	XDept	Master	junior	19.0	19.0	737.0	8601038.0	961.0	63.0	4.0	2.0	29-Sep-2019	02/03/2023 00:00	Makassar	contract	TECH	5.0	
568	MALE	Risk	Bachelor	OFFICER	29.0	30.0	296.0	3310954.0	269.0	81.0	20.0	2.0	03-Jul-2016	08-16-2024	Surabaya	Tetap	Support	3.0	3.5
262	MALE	Hr	Master	Supervisor	36.0	10.0	143.0	11392587.0	839.0	895.0	7.0	1.0	08-02-2020	2023-10-08 00:00:00	Medan 	Tetap	Operations		5.0
1205	M	Finance	Bachelor 	Supervisor	59.0	27.0	9999.0	17897147.0	855.0	94.0	1.0	2.0	19-Jan-2020	03-Jul-2024	Bandung	CONTRACT	Finance	4.0	4.0
1728	m	Risk 	Master	junior	39.0	5.0	632.0	12325473.0	675.0	92.0	14.0	-1.0	2023/01/22	25-Sep-2024			Finance	-1.0	6.0
539	Perempuan	Compliance 	bachelor	Manager	48.0	12.0	588.0	26463912.0	860.0	96.0	1.0	2.0	18/03/2018 00:00	23/12/2023 00:00	bandung	Internship	Tech	5.0	5.0
1960	m	FINANCE	S1	Junior	28.0		301.0	20236016.0	883.0	96.0	999.0	1.0	08-21-2018	2022-03-13T00:00:00	Surabaya	Contract	business	5.0	-1.0
866	Laki-laki	Risk	Bachelor 	Supervisor	30.0	9.0	31.0	18474619.0	958.0	71.0	16.0	-1.0	18/09/2018 00:00	2023/05/17	Surabaya			5.0	1.0
1666	Laki-laki		Master	Manager	56.0	9.0	160.0	25286476.0	1071.0	77.0	10.0	1.0	30/10/2020 00:00	2022-07-30 00:00:00	Surabaya	contract	Tech	99.0	6.0
1765	F	Hr	Diploma	Snr Manager	32.0	21.0	305.0	14055107.0	180.0	87.0	14.0	0.0	2016-08-06 00:00:00	2022-02-11 00:00:00	Bandung	Kontrak	business	3.0	6.0
1362	MALE	operations	Master	supervisor	22.0	1.0	75.0	6686852.0	114.0	84.0	20.0	0.0	2017-12-15 00:00:00	2023-05-25T00:00:00	Jakarta	Permanent	Business	4.0	1.0
301	Female	Compliance	Master	Junior	40.0	4.0	299.0	15638485.0	927.0	945.0	5.0	1.0	2017-08-12 00:00:00	08/05/2022 00:00	DKI Jakarta	CONTRACT	business	99.0	0.0
553	female	Risk 	S1	manager	28.0	25.0	256.0	758015142.0	260.0	93.0	9.0	1.0	2018/01/22	17/11/2024 00:00	Surabaya	permanent	People	4.0	6.0
1491	F	Compliance 	diploma	Senior manager	27.0	25.0	777.0		818.0	97.0	13.0	-1.0	2015-09-19 00:00:00	08/01/2023 00:00	DKI Jakarta	Internship	TECH	0.0	
316	Female	Risk	Master	Officer	40.0	7.0	314.0	2351544.0	682.0	96.0	7.0	0.0	2019-05-10 00:00:00	2024-10-01 00:00:00	Medan 	Permanent	Finance	2.0	1.0
1551	MALE	FINANCE	diploma	Officer	56.0	15.0	212.0	26019997.0	218.0	68.0	7.0	-1.0	25-Dec-2023	2022-11-23 00:00:00	DKI Jakarta		Business	0.0	
454	Female	Hr	Bachelor	Junior	28.0	15.0	146.0	19684670.0	582.0	96.0	8.0	0.0	2019/03/25	10-12-2022	SURABAYA	contract	Finance	1.0	2.0
176	Female	Compliance	Bachelor	Officer	31.0	11.0	147.0	15272691.0	64.0	875.0	2.0	0.0	2019/02/04	08/02/2024 00:00	Medan 	Permanent	Tech	4.0	3.0
766	FEMALE	Marketing	S1	SR MANAGER	51.0	25.0	516.0	-4276898.0	667.0	95.0	14.0	2.0	2016/04/18	09/05/2023 00:00	DKI Jakarta	Contract	Tech	3.0	4.0
1212	F	Compliance	S1	Snr Manager	53.0	4.0	548.0	3026629.0	543.0	64.0	11.0	0.0	2019-03-12T00:00:00	09-14-2024	Medan	Contract	business	99.0	3.5
1825	male	Compliance 	diploma		50.0	24.0	518.0	26877512.0	732.0	75.0	8.0	2.0	07-18-2022	30-Jun-2022	Makassar		TECH	2.0	5.0
124	MALE	HR	Diploma	Supervisor	31.0	11.0		14532380.0	836.0	944.0	6.0	0.0	2021/05/20	2022/07/14	Medan	Contract	Support	1.0	-1.0
582	F	Compliance 	diploma	Supervisor	56.0	6.0	181.0	13708483.0	1055.0	75.0	8.0	2.0	2019-02-04 00:00:00	14-Feb-2023	Bandung			5.0	3.0
395	Female	finance	Master	Supervisor	35.0	8.0	17.0	12932371.0	727.0	937.0	7.0	1.0	2016/03/08	2022/12/11			Business		3.0
889	male	Marketing	Bachelor 	Senior manager	42.0	27.0	391.0	-1004272.0	251.0	67.0	7.0	-1.0	2019/09/24	03-23-2022	jakarta			4.0	
949	F	FINANCE	Master	Senior Manager	20.0	2.0	629.0		398.0	91.0	18.0	-1.0	21-Oct-2015	06/08/2023 00:00	bandung	Internship	TECH	5.0	4.0
40	Female	Risk	Master	Supervisor	32.0	9.0	445.0		84.0	982.0	1.0	0.0	2021-02-09T00:00:00	2024/03/26	DKI Jakarta	contract	People	0.0	3.0
463	Female	Marketing	Master	Junior	35.0	15.0	172.0	13332048.0	825.0	946.0	2.0	1.0	28-Jul-2022	05-Jun-2023	SURABAYA	Kontrak	Tech 	3.0	2.0
589	MALE	MARKETING	S1	manager	24.0	24.0	60.0	25008227.0	321.0	80.0	12.0	-1.0	02-03-2022	2024/04/28	Medan 	Contract	Finance	3.0	-1.0
637	Laki-laki	Compliance		Junior	25.0	12.0	704.0	16718564.0	366.0	97.0	17.0		11-11-2021	24/03/2024 00:00	DKI Jakarta	Internship	TECH	2.0	3.5
332	Female	Risk	Bachelor	Officer	26.0	17.0	121.0	22592576.0	817.0	923.0	7.0	0.0	2022/10/01	20/08/2024 00:00	bandung	contract	Tech		2.7
195	female	finance	Bachelor	Supervisor	27.0	2.0	156.0	14438934.0	876.0	963.0	5.0	0.0	05-03-2023	2023/07/28	Medan 	Tetap	Tech 	1.0	3.5
2041	Male	IT	Bachelor 	Snr Manager	21.0	26.0	236.0	3957182.0	823.0	68.0	14.0	1.0	2023/10/09	2023/03/31	Makassar	permanent		3.0	4.0
323	Female	Risk	Master	Manager	26.0	7.0	38.0	8630010.0	887.0	896.0	3.0	0.0	2015-12-23T00:00:00	2024-10-14 00:00:00	Bandung	CONTRACT	Finance	2.0	0.0
267	female	Finance	Magister	Supervisor	29.0	12.0	64.0	11942582.0	908.0	876.0	7.0	1.0	2023-04-01T00:00:00	07-Aug-2024	Makassar	Contract	Support	2.0	5.0
1626	Male	Risk 	diploma	manager	57.0	26.0	137.0	12309887.0	98.0	100.0	17.0	2.0	23/06/2017 00:00	2022/06/05	Sby	CONTRACT	Operations	4.0	4.0
1122	f	Risk 	phd	Junior	39.0	26.0	560.0	11657487.0	133.0	98.0	18.0	1.0	2017/10/17	2022-09-01 00:00:00	Medan	Contract	TECH	3.0	3.5
687	MALE	Risk	MASTER	Manager	20.0	25.0	627.0	8293334.0		60.0		-1.0	2018/03/08	2024-09-01T00:00:00	Bandung		Operations	1.0	3.5
1546	f		Bachelor 	junior	46.0	2.0	88.0	846619651.0	944.0	69.0	9.0	-1.0	08-Jan-2020	2023-04-29T00:00:00	SURABAYA	contract	Tech 	-1.0	4.0
1607	F	Marketing	S2	SR MANAGER	41.0	14.0	467.0	7221203.0	865.0	78.0	19.0	-1.0	2021-10-08 00:00:00	10-22-2024			TECH		1.0
1038	male	HR	diploma	Snr Manager	35.0	22.0	141.0	8940012.0	1027.0	97.0	1.0		2023-02-01T00:00:00	01-21-2024	Surabaya	contract	People		6.0
696	female	Finance	S2	supervisor	28.0	3.0	414.0	28787190.0	988.0	69.0		-1.0	2018-09-18T00:00:00	2023/08/29	DKI Jakarta	Internship	Tech 	-1.0	
2021	Male		phd	Snr Manager	31.0	5.0	798.0	14773205.0	858.0	69.0	20.0	-1.0	2015-12-28 00:00:00	2024/07/09			Tech 	1.0	-1.0
1183	M	operations	PhD	Senior manager	41.0	15.0	53.0	16670116.0	530.0	86.0	13.0		2021/01/28	2022/03/04		Internship		0.0	1.0
2075	male	it	bachelor	junior	0.0	27.0	643.0	11662200.0	905.0	87.0	20.0	1.0	2023-06-07 00:00:00	02/06/2023 00:00	Bandung	Tetap	Operations	-1.0	
1553	M	operations	S2	manager	39.0	4.0	318.0	13759405.0	194.0	63.0	19.0	2.0	07/12/2020 00:00	2024/10/23	jakarta	CONTRACT	Tech	-1.0	6.0
1738	Male	Operations	PhD	Supervisor	57.0	7.0	474.0	12408265.0	161.0	96.0	1.0	-1.0	01-01-2018	2024-08-10T00:00:00	Yogyakarta		TECH	-1.0	2.0
1792	Male	FINANCE	MASTER	Senior manager		26.0	498.0	4085276.0	753.0	97.0	12.0	2.0	2020-04-22T00:00:00	2023-12-27 00:00:00	Surabaya	Internship	TECH	2.0	3.5
811	Perempuan	XDept	S2	supervisor	34.0	22.0	571.0	11132797.0	471.0	64.0	1.0	1.0	2020/04/01	2023/01/20	Medan		People	5.0	6.0
681		Risk 	S2	Snr Manager	24.0	20.0	442.0	24879701.0	736.0	66.0	18.0	1.0	2023-03-27T00:00:00	04-Feb-2023		contract	Tech		6.0
