date;open;high;low;close
2022-01-15;169.0;250.0;80;120
2022-01-16;167.0;268.0;53;127
2022-01-17;100.0;279.0;84;214
2022-01-18;118.0;;72;156
2022-01-19;150.0;206.0;83;212
2022-01-20;102.0;242.0;97;222
2022-01-21;182.0;239.0;96;197
2022-01-22;156.0;254.0;59;125
2022-01-23;140.0;205.0;85;236
2022-01-24;141.0;216.0;77;190
2022-01-25;135.0;291.0;80;211
2022-01-26;166.0;257.0;53;239
2022-01-27;162.0;244.0;56;215
2022-01-28;105.0;261.0;58;170
2022-01-29;119.0;217.0;51;175
2022-01-30;182.0;231.0;54;104
2022-01-31;192.0;297.0;86;214
2022-02-01;184.0;221.0;66;134
2022-02-02;123.0;287.0;93;164
2022-02-03;184.0;216.0;89;173
2022-02-04;169.0;;79;167
2022-02-05;121.0;281.0;68;243
2022-02-06;;292.0;99;190
2022-02-07;177.0;219.0;81;225
2022-02-08;171.0;218.0;94;213
2022-02-09;195.0;239.0;63;199
2022-02-10;183.0;276.0;96;113
2022-02-11;170.0;211.0;63;123
2022-02-12;152.0;277.0;86;172
2022-02-13;161.0;251.0;99;225
2022-02-14;190.0;259.0;98;102
2022-02-15;140.0;268.0;68;225
2022-02-16;161.0;239.0;80;175
2022-02-17;135.0;238.0;86;182
2022-02-18;196.0;228.0;73;164
2022-02-19;189.0;205.0;75;171
2022-02-20;109.0;264.0;52;109
2022-02-21;115.0;269.0;54;166
2022-02-22;184.0;232.0;96;153
2022-02-23;161.0;299.0;53;162
2022-02-24;162.0;213.0;69;142
2022-02-25;116.0;285.0;88;186
2022-02-26;188.0;285.0;54;233
2022-02-27;176.0;205.0;93;113
2022-02-28;135.0;279.0;85;165
2022-03-01;188.0;216.0;71;137
2022-03-02;165.0;229.0;66;113
2022-03-03;186.0;267.0;54;214
2022-03-04;151.0;200.0;77;160
2022-03-05;140.0;223.0;88;178
2022-03-06;176.0;223.0;99;196
2022-03-07;106.0;204.0;63;129
2022-03-08;165.0;256.0;82;237
2022-03-09;194.0;266.0;51;234
2022-03-10;189.0;268.0;51;230
2022-03-11;130.0;273.0;59;141
2022-03-12;142.0;240.0;52;165
2022-03-13;122.0;237.0;65;140
2022-03-14;158.0;285.0;78;194
2022-03-15;166.0;203.0;58;144
2022-03-16;185.0;226.0;52;245
2022-03-17;184.0;231.0;69;136
;155.0;294.0;50;122
2022-03-19;;218.0;81;173
2022-03-20;142.0;264.0;66;232
2022-03-21;137.0;233.0;88;104
2022-03-22;146.0;274.0;52;226
2022-03-23;127.0;238.0;67;222
2022-03-24;177.0;253.0;92;237
2022-03-25;167.0;213.0;67;183
2022-03-26;193.0;299.0;68;245
2022-03-27;106.0;209.0;51;160
2022-03-28;120.0;216.0;73;124
2022-03-29;100.0;242.0;85;102
2022-03-30;124.0;245.0;87;184
2022-03-31;111.0;246.0;57;108
2022-04-01;119.0;226.0;66;124
2022-04-02;156.0;222.0;53;244
2022-04-03;118.0;227.0;66;140
2022-04-04;157.0;248.0;95;125
2022-04-05;106.0;281.0;63;219
2022-04-06;167.0;212.0;74;147
2022-04-07;179.0;257.0;98;231
2022-04-08;182.0;240.0;97;142
2022-04-09;133.0;210.0;60;168
2022-04-10;132.0;240.0;70;104
2022-04-11;142.0;292.0;84;212
2022-04-12;188.0;216.0;99;235
2022-04-13;186.0;214.0;82;130
2022-04-14;151.0;296.0;88;199
2022-04-15;191.0;271.0;73;167
2022-04-16;128.0;240.0;56;230
2022-04-17;154.0;267.0;88;100
;118.0;261.0;69;244
2022-04-19;109.0;282.0;59;216
2022-04-20;169.0;237.0;75;176
2022-04-21;145.0;263.0;53;139
2022-04-22;157.0;216.0;84;141
2022-04-23;191.0;238.0;81;105
2022-04-24;149.0;214.0;72;111
2022-04-25;190.0;220.0;63;152
2022-04-26;157.0;276.0;73;193
2022-04-27;132.0;253.0;93;153
2022-04-28;108.0;209.0;64;112
2022-04-29;197.0;203.0;78;207
2022-04-30;179.0;296.0;77;116
2022-05-01;132.0;252.0;59;154
2022-05-02;170.0;236.0;76;246
2022-05-03;181.0;217.0;64;145
2022-05-04;102.0;223.0;92;153
2022-05-05;193.0;264.0;79;101
2022-05-06;113.0;207.0;78;104
2022-05-07;112.0;241.0;96;217
2022-05-08;144.0;279.0;68;136
2022-05-09;129.0;275.0;69;110
2022-05-10;138.0;241.0;61;235
2022-05-11;156.0;259.0;52;151
2022-05-12;141.0;268.0;90;116
2022-05-13;136.0;249.0;84;136
2022-05-14;153.0;270.0;83;121
2022-05-15;197.0;265.0;77;243
2022-05-16;169.0;232.0;82;219
;140.0;222.0;87;190
2022-05-18;169.0;225.0;53;208
2022-05-19;183.0;292.0;75;104
2022-05-20;104.0;211.0;92;165
2022-05-21;119.0;207.0;69;201
2022-05-22;199.0;273.0;78;213
2022-05-23;;234.0;71;232
2022-05-24;;279.0;92;220
2022-05-25;173.0;205.0;90;200
2022-05-26;190.0;281.0;89;125
2022-05-27;101.0;258.0;69;178
2022-05-28;152.0;200.0;97;178
2022-05-29;117.0;238.0;73;149
2022-05-30;195.0;202.0;86;191
2022-05-31;110.0;205.0;62;192
2022-06-01;112.0;206.0;59;217
2022-06-02;159.0;266.0;50;106
2022-06-03;132.0;248.0;63;131
2022-06-04;183.0;295.0;60;133
;129.0;268.0;98;134
2022-06-06;178.0;210.0;90;238
2022-06-07;139.0;289.0;99;147
2022-06-08;157.0;222.0;95;206
2022-06-09;197.0;;78;232
2022-06-10;161.0;227.0;87;114
2022-06-11;118.0;239.0;60;217
2022-06-12;194.0;268.0;71;200
2022-06-13;193.0;219.0;91;247
2022-06-14;145.0;238.0;84;234
2022-06-15;138.0;285.0;97;143
2022-06-16;175.0;275.0;56;200
2022-06-17;155.0;229.0;73;130
2022-06-18;109.0;246.0;54;188
2022-06-19;132.0;267.0;58;245
2022-06-20;108.0;202.0;59;174
2022-06-21;129.0;277.0;86;243
2022-06-22;117.0;217.0;80;188
2022-06-23;198.0;239.0;74;236
2022-06-24;195.0;232.0;71;230
2022-06-25;102.0;211.0;91;104
2022-06-26;175.0;263.0;59;147
2022-06-27;181.0;231.0;69;111
2022-06-28;191.0;268.0;77;215
2022-06-29;188.0;232.0;69;208
2022-06-30;133.0;264.0;95;196
2022-07-01;148.0;;69;115
2022-07-02;116.0;206.0;77;119
2022-07-03;186.0;205.0;79;226
2022-07-04;105.0;236.0;75;135
2022-07-05;150.0;278.0;59;186
2022-07-06;143.0;263.0;67;232
2022-07-07;133.0;297.0;99;148
2022-07-08;197.0;263.0;50;148
2022-07-09;147.0;286.0;91;128
2022-07-10;104.0;257.0;62;161
2022-07-11;184.0;219.0;80;190
2022-07-12;192.0;242.0;66;149
2022-07-13;134.0;263.0;57;136
2022-07-14;127.0;200.0;72;183
2022-07-15;170.0;238.0;72;108
2022-07-16;105.0;255.0;96;109
2022-07-17;165.0;243.0;59;196
2022-07-18;117.0;226.0;65;166
2022-07-19;121.0;243.0;92;245
2022-07-20;109.0;235.0;65;174
2022-07-21;163.0;273.0;50;149
2022-07-22;167.0;259.0;66;222
2022-07-23;146.0;291.0;72;114
2022-07-24;195.0;247.0;60;131
2022-07-25;107.0;264.0;58;215
2022-07-26;198.0;243.0;71;158
2022-07-27;180.0;273.0;51;168
2022-07-28;107.0;240.0;87;179
2022-07-29;142.0;277.0;69;188
2022-07-30;154.0;276.0;86;221
2022-07-31;160.0;222.0;74;185
2022-08-01;143.0;249.0;50;205
2022-08-02;130.0;278.0;99;217
2022-08-03;127.0;261.0;88;106
2022-08-04;159.0;264.0;53;177
2022-08-05;153.0;209.0;69;152
2022-08-06;138.0;289.0;82;157
2022-08-07;124.0;261.0;50;132
2022-08-08;150.0;207.0;59;210
2022-08-09;123.0;205.0;99;118
2022-08-10;142.0;224.0;86;117
2022-08-11;195.0;277.0;93;141
2022-08-12;174.0;267.0;94;241
2022-08-13;174.0;201.0;67;185
2022-08-14;105.0;231.0;90;162
2022-08-15;176.0;274.0;84;222
2022-08-16;163.0;224.0;80;105
2022-08-17;151.0;252.0;81;232
2022-08-18;127.0;277.0;59;150
2022-08-19;142.0;270.0;99;150
2022-08-20;136.0;296.0;57;232
2022-08-21;138.0;224.0;59;134
2022-08-22;181.0;251.0;94;136
2022-08-23;113.0;252.0;60;186
2022-08-24;163.0;242.0;53;135
2022-08-25;197.0;284.0;83;199
2022-08-26;117.0;235.0;65;189
2022-08-27;167.0;221.0;53;182
2022-08-28;110.0;201.0;59;168
2022-08-29;150.0;202.0;91;224
2022-08-30;132.0;209.0;57;213
2022-08-31;162.0;275.0;60;159
2022-09-01;175.0;257.0;82;129
2022-09-02;199.0;270.0;88;149
2022-09-03;109.0;223.0;77;122
2022-09-04;125.0;215.0;57;185
2022-09-05;170.0;276.0;64;234
2022-09-06;187.0;234.0;87;198
2022-09-07;138.0;277.0;73;220
2022-09-08;110.0;241.0;54;150
2022-09-09;109.0;213.0;93;241
2022-09-10;100.0;203.0;55;138
2022-09-11;108.0;208.0;84;186
2022-09-12;191.0;238.0;52;245
2022-09-13;199.0;231.0;70;101
2022-09-14;108.0;209.0;82;206
2022-09-15;199.0;222.0;58;173
2022-09-16;168.0;;58;191
2022-09-17;154.0;261.0;82;223
2022-09-18;147.0;298.0;68;142
2022-09-19;125.0;250.0;63;246
2022-09-20;141.0;256.0;94;238
2022-09-21;197.0;249.0;64;178
2022-09-22;198.0;247.0;65;179
2022-09-23;165.0;230.0;89;211
2022-09-24;132.0;296.0;58;140
2022-09-25;135.0;207.0;72;151
2022-09-26;109.0;266.0;83;154
2022-09-27;125.0;288.0;53;113
2022-09-28;124.0;213.0;57;155
2022-09-29;196.0;293.0;95;245
2022-09-30;196.0;221.0;86;105
2022-10-01;161.0;296.0;66;225
2022-10-02;193.0;265.0;72;161
2022-10-03;157.0;245.0;68;149
2022-10-04;129.0;294.0;96;139
2022-10-05;152.0;;87;131
2022-10-06;154.0;233.0;61;167
2022-10-07;129.0;259.0;54;138
2022-10-08;159.0;211.0;74;184
2022-10-09;189.0;216.0;90;214
2022-10-10;197.0;275.0;92;150
2022-10-11;193.0;213.0;55;231
2022-10-12;162.0;220.0;82;104
2022-10-13;162.0;289.0;72;120
2022-10-14;184.0;209.0;60;239
2022-10-15;131.0;262.0;77;225
2022-10-16;114.0;268.0;53;117
2022-10-17;101.0;208.0;52;162
2022-10-18;149.0;254.0;78;152
2022-10-19;114.0;241.0;58;115
;176.0;243.0;78;209
2022-10-21;120.0;232.0;98;164
2022-10-22;104.0;205.0;60;231
2022-10-23;138.0;250.0;86;152
2022-10-24;143.0;;89;196
2022-10-25;153.0;242.0;56;235
2022-10-26;194.0;241.0;61;136
2022-10-27;150.0;260.0;60;159
2022-10-28;178.0;260.0;98;199
2022-10-29;174.0;275.0;79;203
2022-10-30;113.0;287.0;85;160
2022-10-31;123.0;251.0;55;111
2022-11-01;148.0;259.0;80;211
2022-11-02;131.0;;77;204
2022-11-03;145.0;248.0;82;159
2022-11-04;120.0;259.0;72;222
2022-11-05;112.0;217.0;50;113
2022-11-06;139.0;203.0;83;181
2022-11-07;130.0;215.0;68;179
2022-11-08;157.0;217.0;63;114
2022-11-09;118.0;261.0;93;106
2022-11-10;163.0;210.0;58;248
2022-11-11;198.0;235.0;96;193
2022-11-12;144.0;210.0;74;227
2022-11-13;150.0;215.0;59;147
2022-11-14;107.0;264.0;92;177
2022-11-15;115.0;239.0;94;232
2022-11-16;103.0;281.0;97;165
2022-11-17;146.0;273.0;68;175
2022-11-18;149.0;224.0;96;229
2022-11-19;109.0;207.0;84;105
2022-11-20;142.0;296.0;69;182
2022-11-21;184.0;213.0;93;195
2022-11-22;186.0;268.0;75;228
2022-11-23;163.0;258.0;61;224
2022-11-24;175.0;282.0;87;125
2022-11-25;152.0;255.0;56;106
2022-11-26;132.0;200.0;64;129
2022-11-27;172.0;215.0;73;211
2022-11-28;184.0;283.0;79;134
2022-11-29;130.0;260.0;81;214
2022-11-30;140.0;276.0;91;240
2022-12-01;140.0;263.0;78;202
2022-12-02;171.0;298.0;75;118
2022-12-03;109.0;208.0;83;173
2022-12-04;174.0;208.0;75;141
2022-12-05;124.0;272.0;95;197
2022-12-06;145.0;204.0;69;165
2022-12-07;;211.0;55;173
2022-12-08;180.0;272.0;80;191
2022-12-09;110.0;275.0;98;156
2022-12-10;123.0;284.0;60;241
2022-12-11;165.0;224.0;58;107
2022-12-12;133.0;267.0;71;208
2022-12-13;122.0;222.0;96;174
2022-12-14;155.0;299.0;63;203
2022-12-15;100.0;;87;217
2022-12-16;136.0;276.0;63;229
2022-12-17;119.0;266.0;90;107
2022-12-18;155.0;298.0;62;155
2022-12-19;130.0;227.0;93;105
2022-12-20;166.0;276.0;74;150
2022-12-21;114.0;296.0;55;125
2022-12-22;107.0;221.0;97;198
2022-12-23;121.0;238.0;83;144
2022-12-24;186.0;270.0;50;172
2022-12-25;197.0;240.0;67;175
2022-12-26;106.0;270.0;94;111
2022-12-27;102.0;220.0;69;224
2022-12-28;116.0;207.0;97;169
2022-12-29;156.0;205.0;76;104
2022-12-30;192.0;218.0;55;115
2022-12-31;178.0;281.0;79;217
2023-01-01;124.0;267.0;53;240
2023-01-02;198.0;233.0;85;207
2023-01-03;126.0;267.0;54;144
2023-01-04;135.0;249.0;80;174
2023-01-05;181.0;217.0;58;141
2023-01-06;130.0;278.0;61;128
2023-01-07;174.0;203.0;59;229
2023-01-08;;210.0;68;112
2023-01-09;183.0;225.0;80;164
2023-01-10;162.0;261.0;93;123
2023-01-11;192.0;235.0;82;173
2023-01-12;144.0;236.0;85;149
2023-01-13;136.0;253.0;92;158
2023-01-14;132.0;283.0;72;179
2023-01-15;154.0;232.0;54;148
2023-01-16;191.0;238.0;61;152
2023-01-17;116.0;203.0;99;143
2023-01-18;141.0;295.0;91;183
2023-01-19;124.0;284.0;99;200
2023-01-20;118.0;237.0;62;232
2023-01-21;168.0;284.0;57;249
;199.0;203.0;95;119
2023-01-23;199.0;207.0;99;204
2023-01-24;156.0;254.0;71;234
2023-01-25;100.0;255.0;99;118
2023-01-26;185.0;212.0;83;129
2023-01-27;170.0;251.0;92;122
2023-01-28;132.0;213.0;61;173
2023-01-29;187.0;245.0;78;219
2023-01-30;123.0;248.0;57;210
2023-01-31;159.0;;87;204
2023-02-01;119.0;228.0;61;204
2023-02-02;150.0;251.0;92;224
2023-02-03;;254.0;77;213
2023-02-04;171.0;;84;172
2023-02-05;196.0;265.0;84;207
2023-02-06;175.0;275.0;95;106
2023-02-07;194.0;290.0;74;102
;188.0;237.0;69;168
2023-02-09;170.0;228.0;89;174
2023-02-10;135.0;258.0;70;221
2023-02-11;172.0;251.0;57;156
2023-02-12;104.0;264.0;81;138
2023-02-13;126.0;276.0;96;239
2023-02-14;147.0;260.0;81;204
2023-02-15;137.0;258.0;79;243
2023-02-16;128.0;281.0;63;194
2023-02-17;106.0;236.0;66;138
2023-02-18;190.0;218.0;80;145
2023-02-19;156.0;208.0;77;206
2023-02-20;143.0;217.0;97;123
2023-02-21;195.0;219.0;72;135
2023-02-22;176.0;244.0;83;214
2023-02-23;166.0;203.0;90;212
2023-02-24;140.0;277.0;83;198
2023-02-25;143.0;261.0;64;144
2023-02-26;141.0;225.0;91;110
2023-02-27;130.0;250.0;81;209
2023-02-28;193.0;208.0;73;138
2023-03-01;149.0;229.0;86;104
2023-03-02;147.0;248.0;91;184
2023-03-03;134.0;294.0;98;205
2023-03-04;138.0;265.0;86;161
2023-03-05;192.0;250.0;54;163
2023-03-06;178.0;299.0;79;168
2023-03-07;170.0;298.0;81;210
2023-03-08;165.0;253.0;53;232
2023-03-09;126.0;236.0;68;113
2023-03-10;113.0;236.0;54;127
2023-03-11;143.0;262.0;69;230
2023-03-12;163.0;278.0;72;150
2023-03-13;101.0;231.0;71;199
2023-03-14;100.0;284.0;88;104
2023-03-15;102.0;293.0;66;155
2023-03-16;101.0;256.0;68;188
2023-03-17;144.0;225.0;76;151
2023-03-18;150.0;229.0;57;141
2023-03-19;143.0;219.0;62;144
2023-03-20;109.0;226.0;81;201
2023-03-21;101.0;263.0;92;188
2023-03-22;162.0;205.0;83;144
2023-03-23;136.0;232.0;91;105
2023-03-24;112.0;284.0;59;139
2023-03-25;127.0;287.0;54;206
2023-03-26;125.0;207.0;90;224
2023-03-27;127.0;212.0;53;218
2023-03-28;115.0;;94;248
2023-03-29;133.0;206.0;70;138
2023-03-30;116.0;256.0;51;210
2023-03-31;159.0;202.0;83;120
2023-04-01;140.0;224.0;99;234
2023-04-02;172.0;230.0;80;245
2023-04-03;177.0;287.0;90;174
2023-04-04;;280.0;60;195
2023-04-05;188.0;274.0;96;143
2023-04-06;198.0;292.0;77;204
2023-04-07;144.0;298.0;88;135
2023-04-08;158.0;290.0;51;194
2023-04-09;144.0;294.0;67;169
2023-04-10;169.0;293.0;58;137
2023-04-11;110.0;221.0;96;214
2023-04-12;145.0;229.0;63;220
2023-04-13;149.0;247.0;77;110
2023-04-14;193.0;255.0;86;172
2023-04-15;183.0;245.0;62;198
2023-04-16;153.0;235.0;87;139
2023-04-17;157.0;243.0;82;139
2023-04-18;174.0;270.0;56;189
2023-04-19;106.0;274.0;62;158
2023-04-20;152.0;290.0;58;232
2023-04-21;;280.0;60;204
2023-04-22;186.0;216.0;59;216
2023-04-23;172.0;220.0;80;230
2023-04-24;176.0;248.0;78;206
2023-04-25;107.0;286.0;74;185
2023-04-26;182.0;244.0;54;140
2023-04-27;167.0;212.0;86;139
2023-04-28;106.0;290.0;89;141
2023-04-29;164.0;259.0;88;109
2023-04-30;157.0;288.0;83;224
2023-05-01;113.0;;79;240
2023-05-02;152.0;286.0;85;219
2023-05-03;183.0;205.0;68;143
2023-05-04;138.0;274.0;64;229
;126.0;298.0;78;191
2023-05-06;127.0;291.0;77;242
2023-05-07;171.0;246.0;57;213
2023-05-08;181.0;299.0;65;154
2023-05-09;178.0;298.0;58;185
2023-05-10;128.0;213.0;71;189
2023-05-11;;248.0;88;160
2023-05-12;156.0;291.0;54;184
2023-05-13;170.0;287.0;80;211
2023-05-14;149.0;255.0;59;145
2023-05-15;166.0;224.0;78;134
2023-05-16;151.0;226.0;54;181
2023-05-17;104.0;209.0;59;216
2023-05-18;193.0;256.0;80;247
2023-05-19;128.0;202.0;97;231
2023-05-20;189.0;249.0;90;240
2023-05-21;147.0;217.0;99;149
2023-05-22;158.0;254.0;98;177
2023-05-23;188.0;205.0;78;143
2023-05-24;120.0;237.0;84;136
2023-05-25;110.0;234.0;71;108
2023-05-26;118.0;264.0;92;225
2023-05-27;183.0;268.0;59;159
2023-05-28;110.0;267.0;67;228
2023-05-29;163.0;249.0;96;137
2023-05-30;146.0;206.0;90;184
2023-05-31;108.0;290.0;53;160
2023-06-01;118.0;277.0;61;170
2023-06-02;181.0;266.0;90;196
2023-06-03;144.0;254.0;77;127
2023-06-04;159.0;256.0;89;166
2023-06-05;134.0;287.0;68;149
2023-06-06;151.0;231.0;89;246
2023-06-07;103.0;265.0;84;102
2023-06-08;199.0;299.0;77;230
2023-06-09;178.0;299.0;79;165
2023-06-10;160.0;275.0;52;241
2023-06-11;195.0;274.0;88;119
2023-06-12;196.0;211.0;80;153
;140.0;244.0;61;177
2023-06-14;197.0;283.0;55;147
2023-06-15;131.0;223.0;94;137
2023-06-16;185.0;234.0;72;103
2023-06-17;104.0;263.0;65;233
2023-06-18;135.0;296.0;93;190
2023-06-19;101.0;249.0;53;118
2023-06-20;182.0;280.0;93;225
2023-06-21;163.0;243.0;69;165
2023-06-22;105.0;265.0;89;245
2023-06-23;;282.0;51;120
2023-06-24;122.0;287.0;87;148
2023-06-25;178.0;291.0;82;185
2023-06-26;119.0;286.0;94;204
2023-06-27;154.0;245.0;59;147
2023-06-28;166.0;210.0;55;150
2023-06-29;119.0;203.0;86;115
2023-06-30;105.0;299.0;83;226
2023-07-01;186.0;287.0;95;190
2023-07-02;111.0;229.0;89;236
2023-07-03;;204.0;79;180
2023-07-04;124.0;258.0;91;224
2023-07-05;178.0;244.0;83;131
2023-07-06;161.0;249.0;57;142
2023-07-07;195.0;233.0;71;245
2023-07-08;142.0;200.0;61;125
2023-07-09;187.0;236.0;54;218
2023-07-10;148.0;240.0;58;230
2023-07-11;146.0;263.0;71;192
2023-07-12;185.0;223.0;78;203
2023-07-13;184.0;285.0;70;241
2023-07-14;103.0;282.0;98;101
2023-07-15;173.0;272.0;69;212
2023-07-16;187.0;237.0;74;226
2023-07-17;149.0;243.0;81;172
2023-07-18;161.0;294.0;61;100
2023-07-19;141.0;277.0;75;244
2023-07-20;189.0;257.0;61;201
2023-07-21;169.0;264.0;95;196
2023-07-22;179.0;297.0;72;212
2023-07-23;107.0;249.0;87;120
2023-07-24;114.0;236.0;72;227
2023-07-25;167.0;233.0;85;114
2023-07-26;109.0;287.0;56;110
2023-07-27;141.0;248.0;95;113
2023-07-28;191.0;237.0;65;212
2023-07-29;138.0;278.0;73;153
2023-07-30;;284.0;87;231
2023-07-31;147.0;268.0;95;101
2023-08-01;114.0;;76;136
2023-08-02;193.0;280.0;70;183
2023-08-03;173.0;;73;164
2023-08-04;197.0;298.0;64;165
2023-08-05;143.0;237.0;69;117
2023-08-06;197.0;297.0;89;154
2023-08-07;177.0;233.0;84;102
2023-08-08;164.0;291.0;90;164
2023-08-09;137.0;269.0;65;136
2023-08-10;180.0;275.0;70;163
2023-08-11;197.0;299.0;54;200
2023-08-12;116.0;299.0;81;248
2023-08-13;178.0;291.0;85;176
2023-08-14;152.0;247.0;93;162
2023-08-15;137.0;247.0;94;113
2023-08-16;131.0;214.0;51;238
2023-08-17;121.0;238.0;58;228
2023-08-18;117.0;280.0;88;228
2023-08-19;122.0;259.0;73;195
2023-08-20;170.0;217.0;67;164
2023-08-21;129.0;230.0;72;110
2023-08-22;100.0;;96;106
2023-08-23;119.0;229.0;97;231
2023-08-24;186.0;290.0;56;227
2023-08-25;139.0;281.0;82;209
2023-08-26;199.0;278.0;82;131
2023-08-27;130.0;281.0;71;106
2023-08-28;132.0;231.0;87;108
2023-08-29;148.0;214.0;59;227
2023-08-30;113.0;223.0;57;230
2023-08-31;115.0;214.0;67;190
2023-09-01;179.0;260.0;93;198
2023-09-02;125.0;223.0;51;222
2023-09-03;180.0;275.0;70;126
2023-09-04;128.0;281.0;80;227
2023-09-05;178.0;276.0;51;143
2023-09-06;121.0;230.0;63;125
2023-09-07;170.0;276.0;82;211
2023-09-08;122.0;218.0;88;236
2023-09-09;178.0;200.0;50;118
2023-09-10;128.0;267.0;83;146
2023-09-11;186.0;270.0;96;208
2023-09-12;151.0;279.0;74;209
2023-09-13;103.0;265.0;75;168
2023-09-14;171.0;249.0;89;182
2023-09-15;199.0;240.0;93;225
2023-09-16;121.0;270.0;64;145
2023-09-17;176.0;299.0;83;196
2023-09-18;128.0;242.0;86;144
2023-09-19;154.0;244.0;96;247
2023-09-20;118.0;224.0;71;106
2023-09-21;139.0;207.0;77;228
2023-09-22;172.0;271.0;68;163
2023-09-23;198.0;;66;151
2023-09-24;127.0;206.0;66;133
2023-09-25;109.0;242.0;54;172
2023-09-26;170.0;265.0;87;230
2023-09-27;176.0;261.0;62;240
2023-09-28;136.0;298.0;79;148
2023-09-29;113.0;299.0;95;122
2023-09-30;124.0;237.0;71;111
2023-10-01;155.0;243.0;99;162
2023-10-02;112.0;231.0;53;239
2023-10-03;146.0;257.0;51;186
2023-10-04;130.0;260.0;66;129
2023-10-05;110.0;284.0;62;152
2023-10-06;104.0;234.0;88;168
2023-10-07;117.0;270.0;60;114
2023-10-08;173.0;212.0;91;245
2023-10-09;136.0;291.0;75;130
2023-10-10;131.0;210.0;61;118
2023-10-11;132.0;263.0;72;164
2023-10-12;100.0;214.0;82;184
2023-10-13;123.0;293.0;99;230
2023-10-14;182.0;285.0;53;124
2023-10-15;148.0;264.0;67;185
2023-10-16;170.0;241.0;72;191
2023-10-17;159.0;212.0;79;144
2023-10-18;102.0;296.0;94;134
2023-10-19;171.0;234.0;89;125
2023-10-20;149.0;211.0;75;163
;132.0;246.0;50;192
2023-10-22;107.0;206.0;62;168
2023-10-23;164.0;280.0;89;127
2023-10-24;156.0;242.0;74;144
2023-10-25;160.0;229.0;84;110
2023-10-26;159.0;225.0;84;150
2023-10-27;170.0;249.0;95;104
2023-10-28;178.0;208.0;63;214
2023-10-29;195.0;222.0;98;204
2023-10-30;196.0;233.0;86;192
2023-10-31;190.0;237.0;78;232
2023-11-01;198.0;201.0;56;189
2023-11-02;183.0;228.0;86;179
2023-11-03;139.0;238.0;97;181
2023-11-04;171.0;293.0;99;141
2023-11-05;156.0;289.0;62;172
2023-11-06;128.0;290.0;92;130
2023-11-07;100.0;218.0;97;168
2023-11-08;114.0;273.0;79;141
2023-11-09;197.0;200.0;53;137
2023-11-10;169.0;212.0;57;145
2023-11-11;187.0;202.0;84;114
2023-11-12;158.0;294.0;68;190
2023-11-13;115.0;230.0;75;122
2023-11-14;156.0;215.0;93;238
2023-11-15;191.0;211.0;80;175
2023-11-16;170.0;205.0;54;133
2023-11-17;129.0;210.0;71;244
2023-11-18;162.0;204.0;94;153
2023-11-19;162.0;259.0;91;183
2023-11-20;123.0;227.0;81;189
2023-11-21;149.0;295.0;73;237
2023-11-22;191.0;216.0;90;166
2023-11-23;156.0;218.0;76;221
;188.0;217.0;70;117
2023-11-25;169.0;234.0;57;116
2023-11-26;112.0;228.0;65;123
2023-11-27;154.0;296.0;89;243
2023-11-28;159.0;288.0;98;186
2023-11-29;165.0;208.0;79;171
2023-11-30;190.0;290.0;79;191
2023-12-01;137.0;298.0;82;153
2023-12-02;166.0;290.0;84;188
2023-12-03;183.0;291.0;80;182
2023-12-04;152.0;278.0;96;222
2023-12-05;104.0;227.0;93;187
2023-12-06;191.0;265.0;73;128
2023-12-07;121.0;224.0;64;147
2023-12-08;177.0;258.0;54;167
2023-12-09;173.0;200.0;79;241
2023-12-10;165.0;299.0;62;169
2023-12-11;177.0;200.0;59;168
2023-12-12;143.0;231.0;81;132
2023-12-13;110.0;210.0;87;109
2023-12-14;177.0;273.0;88;206
2023-12-15;155.0;262.0;69;239
2023-12-16;187.0;206.0;75;146
2023-12-17;131.0;258.0;72;134
2023-12-18;116.0;208.0;82;192
2023-12-19;117.0;266.0;68;246
2023-12-20;169.0;258.0;84;163
2023-12-21;108.0;205.0;60;241
2023-12-22;169.0;285.0;52;136
2023-12-23;123.0;207.0;72;245
2023-12-24;114.0;290.0;73;131
2023-12-25;134.0;270.0;77;100
2023-12-26;184.0;202.0;93;173
2023-12-27;105.0;234.0;65;127
2023-12-28;186.0;228.0;52;136
2023-12-29;191.0;290.0;64;173
2023-12-30;113.0;;83;201
2023-12-31;135.0;237.0;98;204
2024-01-01;173.0;255.0;77;192
2024-01-02;146.0;220.0;63;144
2024-01-03;123.0;216.0;85;218
2024-01-04;153.0;226.0;64;245
2024-01-05;123.0;245.0;94;119
2024-01-06;100.0;201.0;57;127
2024-01-07;112.0;278.0;94;232
2024-01-08;191.0;276.0;79;121
2024-01-09;168.0;277.0;91;178
2024-01-10;181.0;273.0;81;205
2024-01-11;190.0;285.0;71;197
2024-01-12;117.0;212.0;84;141
2024-01-13;157.0;202.0;58;246
2024-01-14;134.0;242.0;65;114
2024-01-15;125.0;230.0;85;177
2024-01-16;135.0;279.0;51;211
2024-01-17;118.0;230.0;87;231
2024-01-18;156.0;245.0;55;102
2024-01-19;116.0;225.0;57;148
2024-01-20;111.0;283.0;55;241
2024-01-21;120.0;243.0;87;224
2024-01-22;162.0;265.0;50;111
2024-01-23;155.0;241.0;87;240
2024-01-24;182.0;272.0;91;206
2024-01-25;199.0;239.0;77;128
2024-01-26;123.0;290.0;55;133
2024-01-27;193.0;243.0;92;174
2024-01-28;128.0;233.0;61;206
