Employee_ID,Gender,Department,Education_Level,Job_Level,Age,Years_Experience,Training_Hours,Monthly_Salary,Performance_Score,Attendance_Rate,Project_Completed,Promotion_Last_3Y,Join_Date,Last_Review_Date,City,Contract_Type,Division,Work_From_Home_Days,Employee_Rating
1973,Male,Operations,Diploma,Officer,60,30,260,11023436,108,67,2,1,2019/02/07,03-Jun-2024,Jakarta,Contract,Tech,0,2
1473,Female,Finance,Master,Supervisor,59,13.82,695,20589847,694,99,0,0.44,19-Feb-2018,2022/03/08,Makassar,Permanent,Tech,4,2
147,Female,Marketing,Bachelor,Officer,31,12,189,9819560,731,914,5,0,27/07/2016 00:00,2022-09-08T00:00:00,Surabaya,Tetap,Business,11.92,0
654,Female,Risk,Master,Officer,54,14,437,8597191,872,70,19,0.44,14-Jul-2018,10-27-2023,Medan,Contract,Business,1,6
641,Male,Finance,Bachelor,Manager,43,26,567,18990547,497,77,6,1,2017-08-19T00:00:00,05-11-2023,Medan,Contract,Business,-1,2.7
1335,Male,Finance,Bachelor,Supervisor,31,17,352,14438879,382,89,18,0.44,2021-07-02T00:00:00,2023/09/05,Surabaya,Permanent,Business,4,-1
1021,Female,Hr,Diploma,Officer,33,24,655,9864266,271,90,0,1,06-29-2015,20-Oct-2023,Yogyakarta,Permanent,People,2,4
1033,Female,Risk,Master,Senior Manager,31,3,-100,27805198.80,54,291.79,12,2,2016-04-14 00:00:00,03-Mar-2022,Bandung,Contract,Tech,4,6
570,Female,Operations,Bachelor,Senior Manager,53,24,680,28563766,217,93,2,0,10-Sep-2015,01/11/2024 00:00,Bandung,Contract,Operations,5,6
233,Female,Hr,Master,Officer,29,10,238,19704830,622,869,4,0,2019/02/20,01/09/2024 00:00,Bandung,Kontrak,Finance,2,3.5
1579,Male,It,Bachelor,Officer,44,18,132,16391770,247,96,3,0.44,2018-09-18 00:00:00,2024/09/16,Jakarta,Internship,Tech,2,5
1258,Female,Marketing,Master,Supervisor,32,30,343,23137245,153,74,8,2,2019/09/05,01/07/2022 00:00,Yogyakarta,Permanent,Business,0,0
728,Male,Compliance,Phd,Senior Manager,50,27,662,7622876,463,86,0,2,10-30-2018,31/10/2024 00:00,Makassar,Kontrak,Operations,99,3
250,Male,It,Phd,Supervisor,30,10,17,17515607,757,925,3,0,12-16-2015,09-22-2022,Sby,Contract,Business,-1,2
179,Female,Risk,Phd,Manager,31,9,329,5862079,675,911,6,0,2017/01/18,2024-06-02T00:00:00,Medan,Contract,Finance,2,4
1296,Male,Finance,Phd,Senior Manager,40,24,221,16923542,447,73,9,-1,2017/11/23,07-Nov-2024,Bandung,Permanent,Business,0,5
1144,Female,It,Phd,Senior Manager,47,24,553,8370900,291,74,1,-1,2019-10-25 00:00:00,2022/09/14,Jakarta,Contract,Tech,99,5
855,Male,Marketing,Bachelor,Supervisor,59,5,313,21346828,94,99,18,2,23/04/2020 00:00,2023-06-02T00:00:00,Makassar,Kontrak,Operations,-1,4
300,Male,Finance,Diploma,Senior Manager,29,12,531.05,11166643,744,884,7,1,21-Apr-2020,08-14-2022,Surabaya,Contract,Finance,1,4
1151,Male,Marketing,Bachelor,Manager,50,11,543,27790595,706,90,5,0.44,09-11-2020,2024/03/25,Bandung,Contract,Operations,3,1
1792,Male,Finance,Master,Senior Manager,40.81,26,498,4085276,753,97,12,2,2020-04-22T00:00:00,2023-12-27 00:00:00,Surabaya,Internship,Tech,2,3.5
44,Female,Risk,Bachelor,Supervisor,36,7,654,11836822,101,869,4,0,24/05/2020 00:00,2024-08-10 00:00:00,Sby,Permanent,Tech,4,-1
1198,Male,Finance,Master,Manager,26,8,17,13474985,515,88,15,2,02-29-2020,2024-01-19 00:00:00,Surabaya,Kontrak,Tech,0,6
1677,Male,Operations,Master,Junior,46,23,334,3100843,955,68,0,1,2018-09-06T00:00:00,2024-12-27T00:00:00,Surabaya,Permanent,People,99,3
1072,Male,Operations,Phd,Supervisor,46,28,665,22102865,506,63,18,0,01-04-2017,2023-12-18 00:00:00,Bandung,Permanent,Operations,3,6
1082,Female,Compliance,Bachelor,Senior Manager,22,1,496,4209760,511,82,19,0.44,30-Dec-2016,2023-10-14T00:00:00,Dki Jakarta,Contract,Support,4,3
289,Male,Hr,Master,Supervisor,42,-1,468,17813129,653,927,1,1,2020/04/08,13-Apr-2022,Bandung,Tetap,Operations,3,4
1724,Male,Risk,Bachelor,Supervisor,56,25,201,4549653,1037,85,13,2,2020/07/23,12-12-2024,Jakarta,Contract,Business,-1,2.7
1610,Female,It,Doctoral,Manager,20,14,684,10499236,489,95,2,-1,2021/12/05,2024/03/22,Medan,Permanent,Tech,2,6
814,Female,Marketing,Master,Senior Manager,37,22,322,8591693,982,60,13,1,2017-12-16 00:00:00,2022-12-16T00:00:00,Jakarta,Tetap,Tech,5,2.63
960,Female,Hr,Phd,Senior Manager,24,0,746,8683100,1093,86,13.10,0.44,2021-06-20T00:00:00,2023/01/20,Jakarta,Kontrak,Tech,3,3.5
720,Male,Marketing,Phd,Officer,27,100,675,24084153,61,62,14,-1,13/06/2016 00:00,2022-04-10T00:00:00,Dki Jakarta,Contract,Business,-1,2
1139,Male,Risk,Master,Junior,45,0,386,7825692,188,73,6,2,2020/05/03,10-11-2022,Medan,Kontrak,Tech,11.92,2.7
1908,Female,Operations,Diploma,Senior Manager,27,16,340,15708125,137,72,4,0,22-Nov-2023,23-Dec-2024,Makassar,Contract,People,99,3.5
395,Female,Finance,Master,Supervisor,35,8,17,12932371,727,937,7,1,2016/03/08,2022/12/11,Bandung,Contract,Business,11.92,3
1461,Female,Operations,Doctoral,Senior Manager,26,15,723,19795803,314,90,2,1,2023/01/14,08-Jan-2024,Makassar,Internship,Business,11.92,4
1091,Male,Marketing,Bachelor,Supervisor,28,7,156,21138326,508,71,19,0,2020/12/04,2023-10-29T00:00:00,Bandung,Permanent,Tech,4,2.63
1392,Female,Risk,Master,Senior Manager,19,9,570,11332651,575,80,10,0,2016/05/31,2023-03-11T00:00:00,Jakarta,Tetap,Business,2,3
332,Female,Risk,Bachelor,Officer,26,17,121,22592576,817,923,7,0,2022/10/01,20/08/2024 00:00,Bandung,Contract,Tech,11.92,2.7
528,Male,Compliance,Bachelor,Manager,37,19,579,14650225,808,81,13.10,2,2016/03/08,2024-01-12T00:00:00,Jakarta,Kontrak,Tech,2,6
99,Female,Hr,Bachelor,Junior,40,8,312,17865823,67,94,9,0,2016-02-12 00:00:00,2022-05-13T00:00:00,Bandung,Contract,People,2,3
1905,Male,Hr,Bachelor,Officer,57,1,68,12824456,902,96,11,0.44,2021-01-29T00:00:00,2023/02/22,Bandung,Permanent,Business,99,2.63
1232,Male,Hr,Diploma,Supervisor,53,30,531.05,18591373,286,66,19,2,23/10/2017 00:00,04-Apr-2024,Makassar,Contract,People,3,4
1626,Male,Risk,Diploma,Manager,57,26,137,12309887,98,100,17,2,23/06/2017 00:00,2022/06/05,Sby,Contract,Operations,4,4
1047,Female,Risk,Master,Manager,54,1,72,-3518836,76,85,17,-1,2019-05-04T00:00:00,2024/06/18,Dki Jakarta,Permanent,Tech,0,3
1942,Male,Unknown,Master,Senior Manager,55,8,675,23686721,452,63,10,1,08-Sep-2020,17/01/2023 00:00,Medan,Kontrak,Operations,1,6
14,Female,Marketing,Bachelor,Officer,31,11,294,9554922,83,921,3,0,08-22-2018,01/08/2023 00:00,Jakarta,Contract,Business,1,2
1920,Female,Marketing,Master,Manager,49,20,456,22734056,647,68,7,1,2022-03-15T00:00:00,2022-07-29T00:00:00,Dki Jakarta,Contract,Tech,2,3
836,Male,Risk,Phd,Manager,45,12,247,6993972,739,99,1,0.44,2020/01/13,2024-07-10T00:00:00,Semarang,Internship,Business,-1,2.63
567,Male,Finance,Phd,Manager,60,7,53,14082814,255,68,13.10,1,2019-07-25T00:00:00,2024/09/01,Dki Jakarta,Contract,Tech,0,2.63
730,Male,Risk,Master,Senior Manager,40,25,794,13117715,735,68,17,0,26-Sep-2020,02-Oct-2023,Medan,Permanent,Tech,2,4
767,Male,Marketing,Master,Supervisor,39,29,615,684267939,831,95,13,1,2017-11-27 00:00:00,2023-08-19 00:00:00,Makassar,Permanent,Business,3,5
153,Male,It,Diploma,Supervisor,27,5,129,14357398,755,919,5,0,20-Aug-2017,2023-04-13T00:00:00,Dki Jakarta,Contract,People,1,2
660,Female,It,Phd,Supervisor,47,22,531.05,20764231,1053,70,13.10,0.44,01-04-2022,29-Apr-2023,Jakarta,Kontrak,Tech,2,5
338,Female,Hr,Diploma,Junior,30,3,246,15602311,754,906,3,0,22-Jan-2016,2023-05-23 00:00:00,Bandung,Kontrak,Business,2,2
435,Female,Marketing,Phd,Senior Manager,19,9,531.05,14495800,899,851,6,0,2018/06/21,2024-10-01T00:00:00,Yogyakarta,Permanent,Tech,5,2
766,Female,Marketing,Bachelor,Senior Manager,51,25,516,-4276898,667,95,14,2,2016/04/18,09/05/2023 00:00,Dki Jakarta,Contract,Tech,3,4
1987,Male,Hr,Phd,Senior Manager,38,14,127,9519456,366,291.79,6,1,28/02/2015 00:00,05-Aug-2022,Yogyakarta,Tetap,Tech,0,-1
274,Female,Operations,Bachelor,Supervisor,39,9,364,14358100,77,921,9,0,2021-01-04T00:00:00,2023-09-06 00:00:00,Jakarta,Contract,Finance,99,2
604,Female,Operations,Bachelor,Senior Manager,54,99,626,21976717,1066,64,10,0,2022-12-13T00:00:00,2023/11/19,Bandung,Contract,Business,11.92,-1
2079,Male,Marketing,Diploma,Junior,35,2,172,27805198.80,684,71,2,0.44,03-10-2015,10/03/2024 00:00,Surabaya,Permanent,Tech,1,2
948,Female,It,Master,Supervisor,49,12,415,10889027,387,98,12,0,2015-12-03 00:00:00,18/01/2022 00:00,Jakarta,Internship,Tech,0,4
2024,Male,Risk,Bachelor,Junior,38,8,317,18675492,756,91,7,0.44,2017/08/19,25-Aug-2023,Surabaya,Tetap,Business,5,2
863,Female,Finance,Phd,Senior Manager,52,21,412,-4892523,1046,82,16,0.44,06-03-2023,2024-07-13T00:00:00,Bandung,Internship,Business,4,2.63
788,Male,It,Master,Junior,23,15,454,13314128,366,94,20,0,2015-07-02 00:00:00,2023-08-31 00:00:00,Sby,Permanent,Tech,4,5
121,Female,Finance,Bachelor,Supervisor,34,3,408,9330769,613,847,3,0,2019/11/16,2022-11-21T00:00:00,Bandung,Contract,Tech,4,2.63
840,Male,Marketing,Diploma,Manager,31,13.82,571,26823328,906,99,18,0.44,06-Jun-2020,01-04-2023,Semarang,Tetap,Tech,3,4
1178,Female,Marketing,Bachelor,Manager,45,16,619,4428080,134,67,19,0.44,2017-06-29 00:00:00,08/07/2022 00:00,Bandung,Kontrak,People,2,6
1433,Male,Hr,Phd,Manager,54,25,749,19423979,739,71,15,-1,2022-07-26T00:00:00,2024/10/11,Bandung,Contract,Support,1,1
1611,Male,Unknown,Bachelor,Senior Manager,18,21,502,9502402,1051,80,14,1,2015/11/07,2023-05-30T00:00:00,Bandung,Contract,Tech,99,3
113,Female,Marketing,Bachelor,Junior,29,7,725,15753263,872,963,2,0,05-12-2019,2022-06-25 00:00:00,Yogyakarta,Tetap,Support,5,2.63
1031,Male,Hr,Phd,Senior Manager,24,13.82,773,27361422,543,67,14,-1,05-31-2022,01-Mar-2024,Yogyakarta,Contract,Support,5,5
1982,Female,Hr,Bachelor,Senior Manager,35,3,493,21937765,641,63,15,0,07-May-2019,31/03/2023 00:00,Dki Jakarta,Contract,Finance,-1,-1
1237,Female,Hr,Master,Manager,40,13.82,428,22630640,540,73,7,2,14-Dec-2015,2022-05-07 00:00:00,Jakarta,Contract,Tech,0,0
389,Male,Finance,Phd,Supervisor,35,0,606,16901035,709,984,2,0,28/06/2015 00:00,2022/01/12,Bandung,Tetap,Operations,3,2.63
117,Female,Finance,Master,Supervisor,39,6,531.05,9797526,827,836,4,0,2021/03/01,28-Apr-2023,Jakarta,Contract,Finance,99,3.5
2,Female,Hr,Bachelor,Officer,70,12,102,15735781,766,855,2,0,2023/12/14,18/05/2022 00:00,Bandung,Tetap,Tech,99,0
554,Male,Finance,Master,Senior Manager,27,9,483,7657109,1010,60,0,1,2021-02-25T00:00:00,2024/12/16,Semarang,Contract,Tech,5,1
1801,Male,Finance,Bachelor,Senior Manager,18,8,243,11063633,490,94,6,-1,12/12/2017 00:00,2023-08-12 00:00:00,Sby,Contract,Tech,4,1
1272,Male,Operations,Diploma,Junior,27,25,109,7446452,809,89,19,0.44,14-Apr-2018,2022-02-19T00:00:00,Semarang,Contract,Operations,2,3.5
1358,Female,Unknown,Bachelor,Officer,53,18,425,12501652,364,291.79,8,1,03-16-2019,11-22-2023,Bandung,Contract,Tech,11.92,3.5
1925,Female,Finance,Diploma,Supervisor,49,28,80,4518345,986,69,8,-1,23-Sep-2018,2023-01-30T00:00:00,Semarang,Kontrak,Tech,5,6
58,Female,Hr,Diploma,Supervisor,35,1,135,27805198.80,761,89,6,1,24/11/2015 00:00,2022/07/04,Bandung,Tetap,Finance,11.92,-1
1897,Male,Finance,Bachelor,Senior Manager,29,9,476,14776020,984,94,13,2,2016-10-04 00:00:00,28/09/2024 00:00,Jakarta,Permanent,Tech,-1,2.7
1509,Female,Finance,Bachelor,Officer,41,11,190,11609465,255,84,14,-1,01-08-2021,2023-10-27 00:00:00,Dki Jakarta,Contract,Business,-1,2.63
279,Male,Finance,Master,Junior,26,13,197,17896186,675,915,3,0,28-Sep-2017,2024-12-29 00:00:00,Bandung,Tetap,Tech,5,2.63
293,Male,Marketing,Master,Manager,27,12,113,19407528,906,95,3,0,2015/07/13,2024/11/10,Jakarta,Permanent,Tech,5,1
1652,Male,Risk,Diploma,Officer,36,29,531.05,25164051,636,74,6,0.44,23/10/2022 00:00,2022-05-30 00:00:00,Bandung,Contract,Tech,4,3.5
984,Female,Marketing,Bachelor,Officer,53,25,604,21270402,939,65,12,0.44,2019-07-25T00:00:00,30/05/2022 00:00,Bandung,Kontrak,Support,99,5
1470,Female,Operations,Diploma,Supervisor,55,3,-100,18370252,675,71,16,-1,2021/05/06,11-21-2022,Bandung,Contract,People,5,2
480,Female,Hr,Bachelor,Supervisor,46,10,108,9651443,718,837,4,1,2023/03/19,02/09/2023 00:00,Medan,Kontrak,Tech,11.92,1
339,Female,Finance,Master,Manager,32,11,299,13493297,619,898,4,0,2022/09/11,2023-07-12T00:00:00,Makassar,Contract,Tech,4,3
970,Female,Compliance,Diploma,Officer,57,13,559,28506052,387,81,-3,0,2023-02-09 00:00:00,06-21-2022,Bandung,Contract,Operations,-1,6
1518,Male,Risk,Phd,Supervisor,36,13,682,22884715,414,87,7,0.44,04/11/2022 00:00,26-Mar-2023,Dki Jakarta,Contract,Tech,1,2.7
1242,Female,Finance,Bachelor,Junior,45,5,225,15374882,345,77,11,1,06-25-2020,03-14-2024,Yogyakarta,Kontrak,Tech,2,2
1760,Male,Finance,Bachelor,Senior Manager,31,9,10,24066111,202,9999,9,-1,11/09/2020 00:00,2023-05-23 00:00:00,Semarang,Internship,Tech,99,3.5
628,Male,It,Diploma,Manager,45,6,719,27876418,197,69,0,0,2015-10-28 00:00:00,12-31-2022,Bandung,Contract,Tech,4,2.63
818,Male,Compliance,Master,Senior Manager,29,21,592,28758407,327,72,2,2,13/02/2021 00:00,2024/02/09,Surabaya,Contract,People,3,0
1549,Female,It,Bachelor,Manager,43,6,527,27571115,596,98,14,2,2015-04-24T00:00:00,2024-10-17 00:00:00,Jakarta,Kontrak,Finance,1,2.63
992,Female,Compliance,Phd,Senior Manager,36,9,345,23459142,185,78,20,2,2023-06-04 00:00:00,2024-06-22 00:00:00,Bandung,Contract,Tech,1,2.7
181,Male,Hr,Bachelor,Senior Manager,16,8,18,8690604,82,922,7,0,2019-10-06 00:00:00,18/06/2024 00:00,Sby,Internship,Tech,99,2.63
1493,Female,Operations,Bachelor,Senior Manager,56,30,229,4222084,269,87,8,1,2015-06-23 00:00:00,21/08/2023 00:00,Medan,Tetap,Business,0,5
1582,Female,Finance,Bachelor,Officer,30,22,181,16945300,400,93,5,1,2019/02/01,03-07-2022,Makassar,Contract,Finance,2,2
969,Male,Hr,Master,Supervisor,32,17,115,16240815,326,71,7,1,27-Jul-2015,01/06/2022 00:00,Surabaya,Contract,Finance,99,2
448,Male,Operations,Diploma,Officer,34,5,19,15697641,899,935,5,1,2019-09-25 00:00:00,10-26-2024,Semarang,Permanent,Operations,4,-1
425,Male,Operations,Bachelor,Officer,15,1,21,15187983,839,877,4,1,2020-10-21T00:00:00,06/08/2022 00:00,Makassar,Permanent,Tech,99,6
1543,Female,Finance,Diploma,Senior Manager,54,1,214,14000904,1001,67,14,0,20/03/2017 00:00,2023-02-07 00:00:00,Surabaya,Permanent,Tech,2,-1
1172,Male,It,Bachelor,Junior,32,7,9999,17364892,259,76,19,-1,17-Sep-2023,2022-03-11T00:00:00,Makassar,Internship,Business,3,2.63
1215,Female,It,Phd,Senior Manager,36,0,491,-2742722,704,96,3,2,05/10/2019 00:00,2023-02-26T00:00:00,Bandung,Internship,Tech,1,3.5
1764,Male,Compliance,Phd,Manager,24,9,274,25778857,509,83,18,1,26/06/2019 00:00,2022-02-06 00:00:00,Makassar,Contract,Finance,99,-1
15,Female,It,Bachelor,Supervisor,36,8,248,7329093,597,1013,9,1,2016-03-19T00:00:00,09-20-2023,Surabaya,Contract,Tech,2,2.63
1331,Female,Finance,Master,Manager,43,0,179,14143891,187,100,4,0.44,2016/12/04,08/01/2022 00:00,Yogyakarta,Permanent,Tech,3,6
980,Female,Risk,Bachelor,Junior,45,5,111,19282964,342,93,9,0,19/04/2016 00:00,15-Sep-2023,Bandung,Tetap,People,1,2.7
431,Female,Finance,Phd,Manager,46,11,247,21520761,654,865,7,0,07/05/2023 00:00,04/05/2023 00:00,Bandung,Permanent,Tech,4,0
1605,Male,Operations,Bachelor,Manager,40.81,27,720,14056695,895,64,6,0,2022-12-18 00:00:00,2022-07-12T00:00:00,Surabaya,Tetap,Business,1,0
1623,Male,Finance,Doctoral,Officer,41,13,552,20993457,648,73,12,-1,13/01/2021 00:00,2023-03-08 00:00:00,Sby,Tetap,Business,2,2.7
1496,Female,Finance,Bachelor,Junior,27,4,562,12646923,461,67,14,1,06-29-2015,2023-05-19 00:00:00,Jakarta,Contract,Tech,3,2.63
896,Female,Finance,Phd,Manager,59,10,96,3684535,174,63,3,-1,2015-02-21 00:00:00,2023/11/01,Dki Jakarta,Contract,Support,1,6
55,Male,It,Master,Officer,47,8,218,8563890,752,1026,2,0,16/01/2018 00:00,2023-10-04 00:00:00,Surabaya,Contract,Tech,99,3.5
226,Male,Unknown,Diploma,Officer,29,11,279,9041133,682,973,5,0,01/08/2016 00:00,2022-01-02 00:00:00,Surabaya,Internship,Tech,2,2
953,Female,It,Bachelor,Officer,44,29,585,13575670,506,79,1,-1,2017/11/06,2023-06-28 00:00:00,Jakarta,Tetap,Tech,11.92,4
648,Male,Finance,Phd,Senior Manager,59,25,192,9120569,276,99,19,0.44,21/03/2015 00:00,12-Apr-2022,Bandung,Contract,Tech,11.92,2
143,Female,Marketing,Bachelor,Manager,40,8,231,9619213,734,887,2,0,2020/09/14,2024-01-16 00:00:00,Surabaya,Kontrak,Business,11.92,4
67,Female,Hr,Bachelor,Officer,46,-4,171,1403602,83,985,4,1,2017-12-30 00:00:00,11-28-2023,Bandung,Contract,Operations,0,3
1558,Female,Risk,Master,Officer,58,19,694,20512855,436,84,7,0,2018-02-06 00:00:00,2023-04-27 00:00:00,Makassar,Contract,Business,2,2.63
1474,Female,Operations,Bachelor,Senior Manager,19,14,281,3043887,841,76,10,1,07-28-2019,23/11/2024 00:00,Jakarta,Kontrak,Finance,5,0
75,Female,Marketing,Master,Junior,41,10,343,8306664,743,934,5,0,2023-01-26T00:00:00,2024/11/15,Bandung,Kontrak,Operations,-1,5
1670,Female,Hr,Diploma,Senior Manager,34,23,399,733614384,705,90,15,1,2019-12-02T00:00:00,2022-11-20 00:00:00,Surabaya,Tetap,Tech,0,6
390,Female,Finance,Master,Supervisor,41,13,20,12533947,821,902,6,0,2015/08/07,2023/10/30,Jakarta,Contract,Tech,1,4
1799,Male,It,Bachelor,Senior Manager,56,15,777,26711727,943,67,7,2,12/04/2020 00:00,18/09/2023 00:00,Bandung,Contract,People,5,5
1328,Male,Marketing,Diploma,Senior Manager,37,17,286,5693454,325,64,16,1,08-18-2018,2022-05-03 00:00:00,Jakarta,Permanent,Tech,11.92,0
244,Male,Finance,Bachelor,Officer,29,3,496,41352372,576,96,6,0,08-Aug-2020,2022-12-26 00:00:00,Bandung,Contract,Operations,2,6
263,Female,Finance,Master,Supervisor,26,14,44,7441233,784,97,6,1,03-02-2020,2022-02-16 00:00:00,Makassar,Contract,Support,-1,2
957,Male,Finance,Diploma,Officer,60,20,767,13575356,224,66,17,-1,2016/07/10,09-Oct-2024,Bandung,Contract,Tech,3,6
353,Male,Compliance,Master,Manager,14,8,139,8634675,829,963,7,0,14/06/2022 00:00,01/09/2024 00:00,Surabaya,Contract,Business,2,2
266,Male,Hr,Bachelor,Officer,30,3,65,7760200,90,904,2,0,15/09/2020 00:00,10-06-2022,Bandung,Permanent,Business,-1,-1
1571,Male,Risk,Bachelor,Manager,41,0,246,15207519,199,75,12,1,2022-08-12 00:00:00,2023-08-20 00:00:00,Bandung,Tetap,Operations,99,0
252,Female,It,Diploma,Officer,32,4,91,13852541,673,1004,6,0,05-Jun-2019,2022-08-24 00:00:00,Sby,Kontrak,People,99,2.63
2011,Male,Finance,Bachelor,Supervisor,39,7,324,11775392,608,62,13,0,02/07/2017 00:00,22/11/2023 00:00,Semarang,Tetap,Operations,5,1
1694,Male,Hr,Master,Senior Manager,36,7,775,17113524,591,291.79,9,0,2021-12-06T00:00:00,14/02/2023 00:00,Jakarta,Kontrak,Support,11.92,3
312,Male,Risk,Bachelor,Junior,30,14,177,6962270,86,985,6,0,2019-11-14T00:00:00,2023-04-15T00:00:00,Bandung,Permanent,Business,0,3
1411,Male,Finance,Bachelor,Manager,46,30,416,21016850,504,100,20,2,09-21-2017,20/05/2024 00:00,Medan,Tetap,Tech,2,5
790,Female,It,Phd,Supervisor,42,25,489,6797154,620,80,5,0.44,2018/07/31,2024/05/18,Yogyakarta,Contract,Operations,4,6
847,Female,Finance,Phd,Manager,57,11,257,10067138,327,90,13.10,1,2020-04-11 00:00:00,01-12-2022,Medan,Contract,Business,0,2
100,Male,Marketing,Master,Junior,41,5,5,17081666,804,902,1,0,23-Dec-2023,10/10/2023 00:00,Bandung,Contract,People,1,0
61,Female,Hr,Diploma,Supervisor,43,11,982,11534437,82,936,3,0,17-Nov-2021,2023-06-10 00:00:00,Bandung,Tetap,Tech,99,2.63
765,Male,Operations,Phd,Officer,35,24,377,26024544,1023,72,13.10,0.44,2015-03-10T00:00:00,2024-01-08 00:00:00,Bandung,Tetap,Tech,3,5
603,Female,Operations,Phd,Junior,27,29,113,15243671,815,85,10,1,2016-10-07T00:00:00,2024-06-13T00:00:00,Medan,Contract,Business,1,2
1006,Male,It,Master,Supervisor,54,27,797,22367230,763,65,15,-1,2017-02-28 00:00:00,2023-02-07 00:00:00,Jakarta,Tetap,Business,4,2
1850,Female,Finance,Diploma,Senior Manager,45,10,160,9278110,1090,66,8,0,18-Oct-2015,2022/09/05,Surabaya,Contract,Tech,2,2.63
1034,Male,Operations,Bachelor,Senior Manager,53,10,656,22784788,147,77,17,1,07-13-2018,16-Apr-2024,Medan,Permanent,Tech,11.92,0
1902,Female,Compliance,Diploma,Senior Manager,37,28,119,-3487364,447,86,6,0,2019-03-25T00:00:00,02-17-2022,Bandung,Internship,Business,0,4
238,Female,Operations,Diploma,Officer,32,7,42,10197515,635,799,6,0,2015-05-27 00:00:00,19-Dec-2022,Makassar,Contract,Operations,3,5
971,Male,It,Master,Senior Manager,50,24,163,7964163,1026,93,2,0.44,15-Aug-2020,03-28-2022,Jakarta,Tetap,Tech,11.92,2.63
1880,Male,Risk,Bachelor,Manager,26,1,228,5793220,498,66,14,0,20/04/2021 00:00,2023/05/25,Sby,Internship,Tech,0,5
196,Male,Finance,Bachelor,Officer,21,3,94,18636382,729,897,5,0,11-02-2019,13-Dec-2023,Medan,Contract,Support,5,2.63
1085,Female,Finance,Phd,Senior Manager,38,30,420,8088018,696,97,13,1,2022/03/30,19-Dec-2022,Medan,Internship,Tech,3,3.5
1269,Male,Finance,Bachelor,Supervisor,30,21,299,5692643,933,98,20,1,2018-08-20 00:00:00,2022/06/10,Semarang,Contract,Operations,5,0
178,Male,Hr,Bachelor,Officer,28,6,68,13938081,704,982,1,0,2023-09-26 00:00:00,11-Mar-2023,Dki Jakarta,Permanent,Tech,-1,-1
92,Male,Finance,Bachelor,Senior Manager,30,8,221,9889047,84,94,7,0,23-Jul-2018,2024-11-04T00:00:00,Sby,Contract,Tech,99,2.7
2003,Female,Operations,Bachelor,Manager,27,13.82,108,10272284,299,97,4,-1,25-Jan-2016,28-Mar-2023,Surabaya,Contract,Business,-1,2.63
157,Female,Finance,Diploma,Supervisor,29,7,78,9778631,922,929,8,1,2020-12-04 00:00:00,2023-02-27 00:00:00,Bandung,Contract,Business,3,-1
1678,Male,Finance,Diploma,Manager,150,0,87,29481477,670,67,0,0,2019-10-20T00:00:00,2022-08-23 00:00:00,Makassar,Kontrak,Finance,2,2.7
17,Female,Operations,Bachelor,Officer,24,15,19,18166691,718,907,4,0,21/09/2018 00:00,10-04-2024,Dki Jakarta,Permanent,Tech,1,2.63
1517,Male,Compliance,Diploma,Senior Manager,52,22,436,18762726,1072,68,14,1,11-25-2023,2022-04-17 00:00:00,Medan,Contract,Tech,5,-1
1898,Female,Marketing,Doctoral,Senior Manager,28,21,632,20539606,933,85,2,1,2018/07/02,07/01/2023 00:00,Yogyakarta,Contract,Tech,5,-1
1504,Male,Risk,Doctoral,Officer,39,20,614,13264592,1055,100,19,-1,2022-09-10 00:00:00,09/12/2022 00:00,Sby,Contract,People,1,3.5
489,Female,Finance,Master,Officer,35,0,108,8289743,749,86,9,1,2022-10-02 00:00:00,2024/08/26,Bandung,Permanent,Tech,1,2.7
1992,Female,Operations,Phd,Officer,56,20,377,27909427,330,83,20,-1,2016-01-14 00:00:00,2022-03-04T00:00:00,Semarang,Permanent,Tech,1,2.63
977,Female,Marketing,Master,Manager,51,0,213,3986440,735,67,19,0,2017-09-28T00:00:00,02-12-2024,Bandung,Contract,Business,4,3.5
1709,Female,Marketing,Bachelor,Junior,46,6,173,6744888,430,63,19,-1,2017/05/06,05-19-2022,Medan,Tetap,Finance,2,3
1622,Female,Finance,Master,Officer,57,17,244,28696742,633.48,82,0,1,30/08/2020 00:00,2024/06/01,Medan,Permanent,Tech,99,5
1480,Female,Finance,Master,Senior Manager,0,19,411,10346570,0,82,12,0,2017-09-29 00:00:00,20-Jun-2024,Surabaya,Contract,Tech,5,2
746,Female,Hr,Bachelor,Senior Manager,19,4,113,10054395,541,83,16,-1,2019-11-12T00:00:00,2022-05-14 00:00:00,Bandung,Permanent,People,2,2.7
930,Female,Marketing,Master,Supervisor,42,25,180,4472189,507,97,7,0,20/02/2016 00:00,13/10/2022 00:00,Bandung,Tetap,Tech,99,5
1412,Female,Compliance,Phd,Manager,60,5,458,3759846,384,62,4,0.44,2018/04/04,03-Dec-2024,Bandung,Tetap,Tech,11.92,1
1430,Male,It,Bachelor,Senior Manager,59,6,472,29278352,703,74,3,1,06/03/2021 00:00,2022/11/29,Bandung,Tetap,Tech,-1,-1
2017,Female,Marketing,Master,Manager,59,26,666,26385917,446,60,18,2,2021/03/14,2024/10/23,Bandung,Tetap,Tech,3,4
677,Female,Operations,Diploma,Junior,19,28,447,7555878,901,98,19,-1,04-Oct-2019,2024/07/10,Bandung,Permanent,Operations,99,6
